"title","year","genre","duration","metacritic","rating","votes","worldwide_gross_income","user_review","critics_review"
"The Fourth Kind",2009,"Mystery",98,34,5.9,59584,47.719794,369,185
"Resident Evil: Afterlife",2010,"Action",96,37,5.9,122640,300.228084,433,125
"Ip Man",2008,"Action",106,59,8.1,140270,22.108789,211,116
"Zookeeper",2011,"Comedy",102,30,5.2,40842,169.852759,137,182
"Extract",2009,"Comedy",92,61,6.2,35663,10.848783,120,191
"Get Him to the Greek",2010,"Comedy",109,65,6.4,139732,91.720255,224,215
"The Damned United",2009,"Biography",98,81,7.6,29550,4.091378,90,149
"Edge of Darkness",2010,"Crime",117,55,6.6,71271,81.126522,289,269
"The Debt",2010,"Drama",113,65,6.9,53258,45.636368,182,261
"In the Loop",2009,"Comedy",106,83,7.5,41517,7.787487,156,194
"Iron Man 2",2010,"Action",124,57,7,460256,623.933331,885,495
"Let Me In",2010,"Drama",116,79,7.2,85084,27.093592,441,401
"Mission: Impossible - Ghost Protocol",2011,"Action",132,73,7.4,331411,694.71338,582,459
"Anchorman 2: The Legend Continues",2013,"Comedy",119,61,6.4,115425,173.649931,381,278
"Jane Eyre",2011,"Drama",120,76,7.4,56028,34.710627,206,285
"It's Complicated",2009,"Comedy",121,57,6.6,65237,219.103655,237,193
"Alvin and the Chipmunks: The Squeakquel",2009,"Animation",88,41,4.4,27621,443.140005,105,107
"Due Date",2010,"Comedy",95,51,6.6,258017,211.780824,320,314
"Hot Tub Time Machine",2010,"Comedy",101,63,6.5,131992,64.780213,274,271
"That's My Boy",2012,"Comedy",116,31,5.6,65043,57.719093,253,160
"Capitalism: A Love Story",2009,"Documentary",NA,61,7.4,32630,NA,NA,NA
"Fish Tank",2009,"Drama",123,81,7.3,43827,2.4043,121,249
"21 Jump Street",2012,"Action",109,69,7.2,369346,201.585328,401,389
"Saw VI",2009,"Horror",90,30,6,68937,68.234154,213,168
"Ironclad",2011,"Action",121,42,6.2,32387,5.151023,118,94
"The Men Who Stare at Goats",2009,"Comedy",94,54,6.3,104107,69.095771,295,266
"Greenberg",2010,"Comedy",107,76,6.1,27617,6.344112,160,241
"Red Dawn",2012,"Action",93,31,5.4,58822,50.950296,356,242
"RoboCop",2014,"Action",117,52,6.2,166841,242.688965,704,523
"Dorian Gray",2009,"Drama",112,NA,6.3,47773,22.873653,144,89
"A Prophet",2009,"Crime",155,90,7.9,73662,17.874044,166,264
"Wild Target",2010,"Action",98,41,6.9,27876,3.494154,91,67
"Broken City",2013,"Crime",109,49,6.2,59517,34.737199,152,303
"Your Highness",2011,"Adventure",102,31,5.6,81488,28.013733,302,207
"Cell 211",2009,"Action",113,NA,7.7,45740,19.305314,71,129
"I Spit on Your Grave",2010,"Crime",108,27,6.3,49580,1.27865,282,234
"We Need to Talk About Kevin",2011,"Drama",112,68,7.5,84232,9.232318,403,411
"The Tourist",2010,"Action",103,37,6,160991,278.780441,450,332
"Soul Kitchen",2009,"Comedy",99,76,7.3,27216,18.164139,32,117
"Conviction",2010,"Biography",107,61,7.2,32583,11.104555,111,183
"[Rec] 2",2009,"Horror",85,52,6.6,51274,18.853164,158,238
"This Is the End",2013,"Comedy",107,67,6.7,280697,126.041322,765,412
"RED",2010,"Action",111,60,7.1,221870,199.006387,370,334
"District 13: Ultimatum",2009,"Action",101,64,6.5,35257,14.103752,47,119
"Kick-Ass",2010,"Action",117,66,7.7,400094,96.188903,843,467
"Middle Men",2009,"Comedy",105,60,6.6,31529,0.754301,44,61
"300: Rise of an Empire",2014,"Action",102,48,6.3,201130,337.580051,583,386
"Immortals",2011,"Action",110,46,6.1,130019,226.904017,435,290
"Incendies",2010,"Drama",131,82,8.2,65816,7.099598,250,243
"Exam",2009,"Mystery",101,NA,6.9,56902,0.394717,183,81
"The Man with the Iron Fists",2012,"Action",95,51,5.4,51097,20.546518,254,218
"The Cabin in the Woods",2012,"Horror",95,72,7,250220,69.9356,1210,676
"The Twilight Saga: New Moon",2009,"Adventure",130,44,4.6,207333,711.025481,960,306
"Sex and the City 2",2010,"Comedy",146,27,4.2,55160,290.745055,329,223
"Scream 4",2011,"Horror",111,52,6.2,96524,97.23142,558,434
"World's Greatest Dad",2009,"Comedy",99,69,7,29769,0.221805,148,129
"Crazy Heart",2009,"Drama",112,83,7.3,62212,47.405566,249,281
"The Roommate",2011,"Drama",94,23,4.8,27369,40.492652,152,140
"Nowhere Boy",2009,"Biography",98,67,7.2,27291,6.577779,91,209
"Hercules",2014,"Action",98,47,6.1,99772,244.819862,301,262
"A Very Harold & Kumar 3D Christmas",2011,"Comedy",90,61,6.3,51523,36.192775,99,167
"The Devil's Double",2011,"Biography",109,52,7.1,51433,5.728213,143,161
"Don't Be Afraid of the Dark",2010,"Fantasy",99,56,5.6,38827,38.269529,274,305
"X-Men: First Class",2011,"Action",131,65,7.8,461512,352.61669,774,529
"2 Guns",2013,"Action",109,55,6.8,142830,131.940411,210,281
"A Serbian Film",2010,"Drama",104,NA,5.3,33858,0.001541,504,192
"The Spy Next Door",2010,"Action",94,27,5.4,27315,66.166,89,101
"Looper",2012,"Action",113,84,7.5,390933,176.506819,765,620
"A Royal Affair",2012,"Biography",137,73,7.6,28123,14.758997,91,231
"Madagascar 3: Europe's Most Wanted",2012,"Animation",95,60,7,105668,746.921274,192,215
"Dead Snow",2009,"Comedy",92,61,6.4,50976,2.166797,216,231
"Date Night",2010,"Comedy",88,56,6.3,119459,152.26388,233,262
"A Wednesday",2008,"Crime",104,NA,8.4,33224,3.256911,149,14
"Easy A",2010,"Comedy",92,72,7.1,248828,75.026216,345,276
"Bad Teacher",2011,"Comedy",92,47,5.7,148364,216.197492,326,294
"The Social Network",2010,"Biography",120,95,7.8,431315,224.920315,879,581
"Don 2",2011,"Action",148,49,7.1,33979,6.913518,199,57
"The Joneses",2009,"Comedy",96,55,6.5,31362,7.043835,93,144
"Food, Inc.",2008,"Documentary",NA,80,7.9,39062,NA,NA,NA
"Evil Dead",2013,"Horror",91,57,6.5,114381,97.542952,909,568
"Harry Brown",2009,"Action",103,55,7.2,70728,10.371451,257,225
"Teenage Mutant Ninja Turtles",2014,"Action",101,31,5.9,143535,485.004754,547,363
"Behind the Candelabra",2013,"Biography",118,NA,7,29590,13.352609,176,270
"Warrior",2011,"Drama",140,71,8.2,292471,23.308615,688,339
"The Last Song",2010,"Drama",108,33,5.8,55640,89.137047,207,123
"Last Night",2010,"Drama",93,50,6.6,36362,11.042068,93,158
"Blitz",2011,"Action",97,NA,6.2,62845,11.895069,137,71
"The Watch",2012,"Action",102,36,5.7,97026,68.267862,235,274
"Pirates of the Caribbean: On Stranger Tides",2011,"Action",137,45,6.7,331221,1045.713802,536,468
"Iron Man 3",2013,"Action",130,62,7.3,493617,1214.811252,1322,643
"The Boondock Saints II: All Saints Day",2009,"Action",118,24,6.3,50021,10.629321,197,86
"Kung Fu Panda 2",2011,"Animation",90,67,7.3,154680,665.692281,245,291
"Defendor",2009,"Comedy",101,57,6.9,30466,0.044462,102,65
"The Secret in Their Eyes",2009,"Drama",129,81,8.2,112005,42.629597,303,281
"50/50",2011,"Comedy",100,72,7.7,252699,41.097853,429,339
"Seeking a Friend for the End of the World",2012,"Adventure",101,59,6.7,78539,11.681781,267,278
"Bullet to the Head",2012,"Action",92,48,5.7,36884,21.947209,157,293
"Halloween II",2009,"Horror",105,NA,4.9,33576,39.421467,564,240
"Animal Kingdom",2010,"Crime",113,83,7.3,42423,7.209912,176,263
"The Cove",2009,"Documentary",NA,84,8.5,38009,NA,NA,NA
"Did You Hear About the Morgans?",2009,"Comedy",103,27,4.7,27748,85.28025,139,138
"Devil",2010,"Drama",80,44,6.3,96660,62.695489,360,278
"A Single Man",2009,"Drama",99,77,7.6,77553,24.96489,281,298
"Rise of the Planet of the Apes",2011,"Action",105,68,7.6,370410,481.800873,713,560
"The Last Exorcism",2010,"Drama",87,63,5.6,39412,69.432527,331,321
"The Expendables",2010,"Action",103,45,6.5,248398,274.470394,770,441
"Gulliver's Travels",2010,"Adventure",85,33,4.9,49616,237.382724,131,186
"Oldboy",2013,"Action",104,49,5.7,44513,5.186767,298,264
"Death at a Funeral",2010,"Comedy",92,51,5.6,33274,49.050886,137,115
"Gangster Squad",2013,"Action",113,40,6.8,162356,105.200903,306,433
"The Beaver",2011,"Drama",91,60,6.7,37334,7.2948,165,287
"August: Osage County",2013,"Drama",121,58,7.3,60233,74.188937,317,319
"Going the Distance",2010,"Comedy",102,51,6.4,47947,42.059111,126,170
"Frozen",2010,"Drama",93,43,6.2,48064,3.843774,376,241
"Despicable Me",2010,"Animation",95,72,7.7,339943,543.113985,363,188
"The Twilight Saga: Eclipse",2010,"Adventure",124,58,4.9,171746,698.491347,530,292
"The Twilight Saga: Breaking Dawn - Part 1",2011,"Adventure",117,45,4.9,170067,712.205856,478,333
"The Lucky One",2012,"Drama",101,39,6.5,66004,99.357138,138,172
"Lee Daniels' The Butler",2013,"Biography",132,66,7.1,77846,177.313795,358,311
"Movie 43",2013,"Comedy",94,18,4.3,72753,32.443111,527,188
"Never Let Me Go",2010,"Drama",103,69,7.2,100912,9.918093,393,342
"Arthur",2011,"Comedy",110,36,5.8,43719,48.147945,175,180
"47 Ronin",2013,"Action",128,28,6.3,106539,151.783839,374,232
"Cyrus",2010,"Comedy",91,74,6.3,28638,9.933873,133,226
"Rock of Ages",2012,"Comedy",123,47,5.9,58484,59.418613,396,365
"In a Better World",2010,"Drama",118,65,7.7,30712,13.004504,94,210
"Terminator Genisys",2015,"Action",126,38,6.8,92953,440.603537,1062,517
"Tinker Tailor Soldier Spy",2011,"Drama",122,85,7.1,136934,81.244605,608,491
"Four Lions",2010,"Comedy",97,68,7.3,51394,6.149356,174,251
"How Do You Know",2010,"Comedy",121,46,5.3,33327,48.668907,278,158
"The Great Gatsby",2013,"Drama",143,55,7.3,325017,353.641895,911,450
"The Girl Who Kicked the Hornets' Nest",2009,"Crime",147,60,7.3,47139,44.276335,118,219
"Dredd",2012,"Action",95,59,7,186793,41.037742,716,475
"The Dark Knight Rises",2012,"Action",164,78,8.5,1004805,1081.133191,3004,547
"Jack the Giant Slayer",2013,"Adventure",114,51,6.3,97301,197.687603,222,323
"Chloe",2009,"Drama",96,48,6.3,52411,13.657649,191,222
"If I Stay",2014,"Drama",107,46,6.8,64550,78.274843,169,151
"The Cold Light of Day",2012,"Action",93,22,4.9,26811,16.863583,155,124
"The Sitter",2011,"Comedy",81,39,5.7,57237,34.942188,125,147
"The Ward",2010,"Horror",89,38,5.6,31733,5.34382,190,263
"Cloud Atlas",2012,"Drama",172,55,7.5,263527,130.482868,987,523
"This Is Where I Leave You",2014,"Comedy",103,44,6.6,42370,41.29632,188,168
"Coriolanus",2011,"Drama",123,79,6.2,25530,2.435325,132,208
"Upside Down",2012,"Drama",109,45,6.4,53859,22.187813,193,175
"Inception",2010,"Action",148,74,8.8,1294646,869.784991,3927,473
"Grown Ups",2010,"Comedy",102,30,6,165680,271.457301,375,183
"Dogtooth",2009,"Drama",97,73,7.2,36148,0.494825,263,229
"The Adjustment Bureau",2011,"Romance",106,60,7.1,186415,127.869379,477,424
"Cop Out",2010,"Action",107,31,5.7,71953,55.611001,194,210
"The Other Guys",2010,"Action",107,64,6.6,173682,170.458922,393,280
"Total Recall",2012,"Action",118,43,6.3,189741,198.467168,603,419
"Ip Man 2",2010,"Action",108,67,7.6,57425,15.089448,126,108
"Stand Up Guys",2012,"Comedy",95,41,6.5,42240,5.072654,142,188
"We Bought a Zoo",2011,"Comedy",124,58,7.1,102508,120.081841,231,265
"The Hunger Games",2012,"Adventure",142,67,7.3,640758,694.394724,2052,687
"Mad Max: Fury Road",2015,"Action",120,89,8.3,314071,375.225175,2017,830
"Prisoners",2013,"Crime",153,74,8.1,316436,122.126687,914,494
"Mr. Popper's Penguins",2011,"Comedy",94,53,6,61302,187.361754,125,188
"Taken 2",2012,"Action",92,45,6.3,216651,376.141306,506,365
"Journey 2: The Mysterious Island",2012,"Action",94,41,5.8,61301,335.26029,182,182
"Straight Outta Compton",2015,"Biography",147,72,8.3,28885,201.634991,389,384
"Transformers: Dark of the Moon",2011,"Action",154,42,6.3,301462,1123.794079,946,437
"Winter's Bone",2010,"Drama",100,90,7.2,104504,13.796834,350,235
"Unknown",2011,"Action",113,56,6.9,197247,135.710029,388,362
"Happy Feet 2",2011,"Animation",100,50,5.9,29650,159.196936,87,161
"Hesher",2010,"Drama",106,45,7.1,41649,0.449702,108,140
"True Grit",2010,"Adventure",110,80,7.7,221231,252.276927,811,521
"Remember Me",2010,"Drama",113,40,7.2,105066,56.032889,398,152
"American Pie Presents: The Book of Love",2009,"Comedy",NA,NA,4.7,29986,NA,NA,NA
"Star Trek Into Darkness",2013,"Action",132,72,7.8,361747,467.365246,1245,625
"Ride Along",2014,"Action",99,41,6.1,57556,154.468902,129,153
"Men in Black 3",2012,"Action",106,58,6.9,243311,624.026776,394,460
"The Flowers of War",2011,"Drama",146,46,7.6,35588,2.855644,163,138
"No Strings Attached",2011,"Comedy",108,50,6.2,152993,149.228077,218,248
"Riddick",2013,"Action",119,49,6.4,112948,98.337295,365,311
"The Hangover Part II",2011,"Comedy",102,44,6.5,343861,586.764305,423,390
"The Best Exotic Marigold Hotel",2011,"Comedy",124,62,7.3,68648,136.836156,296,271
"Paranoia",2013,"Drama",106,32,5.7,25818,17.056265,92,135
"You Again",2010,"Comedy",105,28,5.8,38363,32.054369,364,91
"Kill the Irishman",2011,"Action",106,50,7.2,33406,1.188194,93,85
"I, Frankenstein",2014,"Action",92,30,5.1,59091,76.801179,233,325
"Somewhere",2010,"Comedy",97,67,6.4,33753,14.788642,210,306
"Stone",2010,"Drama",105,58,5.4,33349,10.300416,167,131
"Predators",2010,"Action",107,51,6.4,160806,127.233108,679,378
"Senna",2010,"Documentary",NA,79,8.6,41904,NA,NA,NA
"Lovelace",2013,"Biography",93,51,6.2,27317,1.585583,124,257
"Hansel & Gretel: Witch Hunters",2013,"Action",88,21,6.1,146575,226.349749,347,366
"The Wolverine",2013,"Action",126,60,6.7,288624,414.828246,613,470
"Brick Mansions",2014,"Action",90,40,5.7,28238,71.41673,128,187
"The Pirates! Band of Misfits",2012,"Animation",88,NA,6.7,34976,123.054041,109,244
"Arthur Christmas",2011,"Animation",97,69,7.1,31953,147.419472,107,203
"Faster",2010,"Action",98,44,6.5,76025,35.626958,193,194
"Disconnect",2012,"Drama",115,64,7.6,55493,3.428048,150,131
"13 Assassins",2010,"Action",141,87,7.6,47152,18.689058,145,293
"Rio",2011,"Animation",96,63,7,150910,483.866518,215,242
"Fright Night",2011,"Comedy",106,64,6.4,79957,41.002607,257,366
"Charlie St. Cloud",2010,"Drama",99,37,6.4,43077,48.190704,93,117
"Perfect Sense",2011,"Drama",92,55,7.1,37018,0.933352,136,174
"Battleship",2012,"Action",131,41,5.9,190345,303.025485,884,396
"Submarine",2010,"Comedy",97,76,7.3,58904,3.875173,117,255
"The American",2010,"Crime",105,61,6.3,75335,67.876281,527,345
"Martha Marcy May Marlene",2011,"Drama",102,76,7,37981,4.778439,197,359
"Under the Skin",2013,"Drama",108,78,6.3,70099,5.735963,863,506
"Salmon Fishing in the Yemen",2011,"Comedy",107,58,6.8,47404,34.564651,150,229
"Rise of the Guardians",2012,"Animation",97,57,7.3,110894,306.94167,218,269
"Prometheus",2012,"Adventure",124,65,7,421790,403.354469,2552,833
"Killer Elite",2011,"Action",116,44,6.5,99149,57.084522,189,198
"Filth",2013,"Comedy",97,56,7.1,62585,8.417248,160,270
"Monsters University",2013,"Animation",104,65,7.4,206837,743.559607,336,395
"The Help",2011,"Drama",146,62,8.1,285527,216.639112,570,394
"Gravity",2013,"Sci-Fi",91,96,7.9,519106,723.192705,2103,782
"Goon",2011,"Comedy",92,64,6.8,65765,6.985158,168,156
"Tomorrow, When the War Began",2010,"Action",103,54,6.2,25463,16.533595,263,89
"The Conjuring",2013,"Horror",112,68,7.5,254059,319.501756,1065,564
"The Next Three Days",2010,"Crime",133,52,7.4,136277,67.448651,321,239
"Dream House",2011,"Drama",84,35,5.9,42302,39.9844,173,183
"The Odd Life of Timothy Green",2012,"Comedy",105,47,6.6,35019,56.012642,129,163
"Buried",2010,"Drama",95,65,7,109333,19.439764,554,370
"I Am Number Four",2011,"Action",111,36,6.1,181880,149.878437,389,295
"Stake Land",2010,"Drama",98,66,6.5,32214,0.40538,154,221
"Tucker and Dale vs. Evil",2010,"Comedy",89,65,7.6,114310,5.224938,295,344
"The Human Centipede (First Sequence)",2009,"Horror",92,33,4.5,52597,0.325113,477,305
"MacGruber",2010,"Action",90,43,5.4,34128,9.322895,156,146
"Monsters",2010,"Drama",94,63,6.4,71891,5.060438,500,352
"Saw 3D: The Final Chapter",2010,"Horror",90,24,5.6,62114,136.150434,304,187
"This Is It",2009,"Documentary",NA,67,7.3,31947,NA,NA,NA
"Cedar Rapids",2011,"Comedy",87,70,6.3,31747,7.728936,92,215
"Bridesmaids",2011,"Comedy",125,75,6.8,202476,288.383523,569,386
"Attack the Block",2011,"Action",88,75,6.6,75227,6.206022,343,416
"Killing Season",2013,"Action",91,25,5.4,25486,1.071322,166,76
"Cosmopolis",2012,"Drama",109,58,5,35670,7.029095,222,384
"The Lorax",2012,"Animation",86,46,6.5,72025,348.840316,240,247
"Oblivion",2013,"Action",124,54,7,347173,286.168572,1015,566
"Red Riding Hood",2011,"Fantasy",100,29,5.4,83514,90.260376,328,301
"The Raven",2012,"Crime",110,44,6.4,69114,29.699345,221,273
"What If",2013,"Comedy",98,59,6.8,38095,8.526288,132,166
"The Change-Up",2011,"Comedy",112,39,6.4,129072,75.450437,174,220
"The Lego Movie",2014,"Animation",100,83,7.8,220504,468.060692,552,463
"The Iceman",2012,"Biography",106,60,6.9,50322,4.55297,187,227
"Underworld: Awakening",2012,"Action",88,39,6.4,107446,160.112671,299,255
"The Paperboy",2012,"Drama",107,45,5.8,26885,3.783865,166,250
"Horrible Bosses",2011,"Comedy",98,57,6.9,327209,209.838559,442,349
"Fantastic Four",2015,"Action",100,27,4,42420,167.882881,858,419
"Drive Angry",2011,"Action",104,44,5.5,77741,40.909909,241,301
"The King's Speech",2010,"Biography",118,88,8.1,438742,427.374317,760,480
"Haywire",2011,"Action",93,67,5.8,69011,34.51376,451,407
"The Three Musketeers",2011,"Action",110,35,5.8,83514,132.274484,297,237
"Super",2010,"Comedy",96,50,6.8,56987,0.422618,252,248
"Sherlock Holmes: A Game of Shadows",2011,"Action",129,48,7.5,304767,543.848418,448,250
"The Host",2013,"Adventure",125,35,5.9,85057,63.365859,408,284
"Anonymous",2011,"Drama",130,50,6.9,32634,15.395087,149,293
"Contraband",2012,"Action",109,51,6.5,97120,96.262212,179,272
"Melancholia",2011,"Drama",135,80,7.1,116835,17.039814,645,423
"The Man from Nowhere",2010,"Action",119,NA,7.9,38093,44.723232,162,113
"Horns",2013,"Drama",120,46,6.5,43055,3.875442,245,288
"Exodus: Gods and Kings",2014,"Action",150,52,6.1,104597,268.175631,747,333
"Trust",2010,"Crime",106,60,7,32114,0.595802,155,102
"Everything Must Go",2010,"Comedy",97,65,6.4,37437,2.82049,106,154
"Byzantium",2012,"Drama",118,66,6.5,28072,0.828284,131,258
"Beginners",2010,"Comedy",105,81,7.2,67740,14.311701,161,173
"Elysium",2013,"Action",109,61,6.7,296894,286.1407,920,503
"Captain Phillips",2013,"Biography",134,83,7.9,292910,218.791811,629,512
"Hope Springs",2012,"Comedy",100,65,6.3,32068,114.281051,202,236
"The Divide",2011,"Drama",112,28,5.8,28958,0.145676,267,177
"Paranormal Activity 2",2010,"Horror",91,53,5.7,75700,177.512032,379,218
"The Mortal Instruments: City of Bones",2013,"Action",130,33,6,97093,95.396573,502,219
"The Guard",2011,"Comedy",96,78,7.3,59457,19.561904,152,268
"127 Hours",2010,"Adventure",94,82,7.6,255793,60.738797,487,464
"Premium Rush",2012,"Action",91,66,6.5,89431,31.083599,200,256
"Another Earth",2011,"Drama",92,66,7,63440,1.938783,290,253
"The Last Stand",2013,"Action",107,54,6.4,107603,48.330757,320,391
"Elite Squad: The Enemy Within",2010,"Action",115,71,8.1,60549,63.61885,86,137
"Beautiful Creatures",2013,"Drama",124,52,6.2,61729,60.052138,313,216
"The Master",2012,"Drama",138,86,7.1,94243,28.25806,516,503
"The Devil Inside",2012,"Horror",83,18,4.1,29179,101.75849,308,231
"Ra.One",2011,"Action",156,60,4.8,29134,35.911689,317,58
"Zindagi Na Milegi Dobara",2011,"Adventure",155,NA,8.1,36742,5.192743,176,30
"One Day",2011,"Drama",107,48,7,93549,59.389433,238,222
"Just Go with It",2011,"Comedy",117,33,6.4,158087,214.945591,280,206
"Skyline",2010,"Action",92,26,4.4,73231,66.984887,999,228
"Get the Gringo",2012,"Action",96,NA,7,80901,8.826837,157,210
"The Girl with the Dragon Tattoo",2011,"Crime",158,71,7.8,304464,232.61743,727,540
"Man on a Ledge",2012,"Action",102,40,6.6,118452,47.636031,185,257
"War Horse",2011,"Drama",146,72,7.2,107217,177.584879,546,406
"The Secret World of Arrietty",2010,"Animation",94,80,7.7,46677,149.184563,146,254
"Batman: Under the Red Hood",2010,"Animation",NA,NA,8,29421,NA,NA,NA
"Crazy, Stupid, Love.",2011,"Comedy",118,68,7.4,347819,145.051197,374,319
"A Dangerous Method",2011,"Biography",99,76,6.5,74215,30.519436,209,362
"The Skeleton Twins",2014,"Comedy",93,74,6.9,25517,5.77664,101,173
"Texas Chainsaw 3D",2013,"Horror",92,NA,4.8,32102,47.340586,301,291
"The Dilemma",2011,"Comedy",111,46,5.3,41490,69.721966,146,186
"House at the End of the Street",2012,"Horror",101,31,5.6,53721,44.287131,213,235
"Larry Crowne",2011,"Comedy",98,41,6,44944,75.05507,227,227
"G.I. Joe: Retaliation",2013,"Action",110,41,5.8,135182,375.740705,315,363
"Catfish",2010,"Documentary",NA,65,7.1,32643,NA,NA,NA
"What to Expect When You're Expecting",2012,"Comedy",110,41,5.7,53185,84.384002,100,170
"Machine Gun Preacher",2011,"Action",129,43,6.8,49835,3.33869,134,141
"Maleficent",2014,"Action",97,56,7,220651,758.411648,774,428
"Exit Through the Gift Shop",2010,"Documentary",NA,85,8.1,45989,NA,NA,NA
"I Saw the Devil",2010,"Crime",144,67,7.8,63241,12.966357,298,287
"Warm Bodies",2013,"Comedy",98,59,6.9,170737,116.980662,384,467
"Jeff, Who Lives at Home",2011,"Comedy",83,60,6.5,53739,4.704757,125,183
"Insidious",2010,"Drama",103,52,6.8,177164,99.557032,899,337
"Act of Valor",2012,"Action",110,40,6.5,55066,82.499399,380,218
"Lockout",2012,"Action",95,48,6.1,77616,32.948113,283,303
"LOL",2012,"Comedy",97,NA,4.2,41925,10.578643,128,57
"The Innkeepers",2011,"Horror",101,64,5.5,25632,1.178831,291,299
"Fast Five",2011,"Action",130,67,7.4,260163,626.137675,427,372
"Soul Surfer",2011,"Biography",112,53,7.1,32380,47.120948,139,114
"This Means War",2012,"Action",103,31,6.4,135648,156.491279,267,248
"The Woman in Black",2012,"Drama",95,62,6.5,129284,128.955898,569,469
"Contagion",2011,"Drama",106,70,6.7,170404,136.515867,763,271
"One for the Money",2012,"Action",91,22,5.3,32041,38.084162,195,128
"New Year's Eve",2011,"Comedy",118,22,5.6,61038,142.044638,161,206
"Safe House",2012,"Action",115,52,6.8,153630,208.076205,318,304
"Abduction",2011,"Action",106,25,5,60924,82.087155,199,186
"The Drop",2014,"Crime",106,69,7.1,83000,18.658381,257,302
"The Grey",2011,"Action",117,64,6.8,190598,79.781695,861,423
"Amour",2012,"Drama",127,94,7.9,64329,29.66414,220,466
"Only God Forgives",2013,"Crime",90,37,5.7,74860,10.639242,557,463
"American Reunion",2012,"Comedy",113,49,6.8,162007,234.989584,199,297
"Frank",2014,"Comedy",95,75,7,41249,1.897363,148,284
"Midnight in Paris",2011,"Comedy",96,81,7.7,273589,153.95959,626,528
"A Good Day to Die Hard",2013,"Action",98,28,5.3,153190,304.654182,557,431
"Win Win",2011,"Comedy",106,75,7.2,46367,11.789613,120,234
"The Vow",2012,"Drama",104,43,6.8,129167,196.11457,196,217
"Abraham Lincoln: Vampire Hunter",2012,"Action",105,42,6,120531,116.47158,400,408
"Kon-Tiki",2012,"Adventure",118,62,7.2,30272,22.842887,86,160
"Headhunters",2011,"Crime",96,72,7.6,72519,18.962444,138,261
"Savages",2012,"Crime",131,59,6.5,98561,82.966152,301,343
"Margin Call",2011,"Drama",107,76,7.1,84723,19.504039,285,304
"J. Edgar",2011,"Biography",137,59,6.6,94247,84.920539,294,410
"Jupiter Ascending",2015,"Action",127,40,5.5,106083,183.887723,905,321
"Think Like a Man",2012,"Comedy",123,51,6.6,31815,96.070507,72,77
"30 Minutes or Less",2011,"Action",83,49,6.2,73352,40.662632,146,226
"Final Destination 5",2011,"Horror",92,50,5.9,77181,157.887643,260,287
"Oz the Great and Powerful",2013,"Adventure",130,44,6.4,166093,493.311825,539,545
"ParaNorman",2012,"Animation",92,72,7,66742,107.139399,203,341
"Young Adult",2011,"Comedy",94,71,6.3,61560,22.939027,242,343
"Edge of Tomorrow",2014,"Action",113,71,7.9,357609,370.541256,975,631
"Friends with Benefits",2011,"Comedy",109,63,6.6,243867,149.542245,241,241
"Johnny English Reborn",2011,"Action",101,46,6.3,83196,160.078586,182,162
"Project X",2012,"Comedy",88,48,6.7,145649,102.731865,291,231
"In Time",2011,"Action",109,53,6.7,275108,173.930596,540,373
"Ted",2012,"Comedy",106,62,7,431826,549.368315,662,468
"Our Idiot Brother",2011,"Comedy",90,60,6.4,71679,25.804448,144,182
"Love, Rosie",2014,"Comedy",102,44,7.2,43563,25.574387,160,103
"Hobo with a Shotgun",2011,"Action",86,55,6.1,35739,0.748453,264,286
"Inside Job",2010,"Documentary",NA,88,8.3,50239,NA,NA,NA
"The Art of Getting By",2011,"Drama",83,36,6.6,39854,1.89213,91,123
"The Dictator",2012,"Comedy",83,58,6.4,194559,179.379533,364,320
"Wrath of the Titans",2012,"Action",99,37,5.8,142514,301.970083,268,320
"How to Train Your Dragon 2",2014,"Animation",102,76,7.9,186385,621.537519,408,319
"Million Dollar Arm",2014,"Biography",124,56,7.1,30507,38.483455,109,153
"Here Comes the Boom",2012,"Action",105,40,6.5,69939,73.100172,135,155
"The Impossible",2012,"Drama",114,73,7.6,133661,198.087212,430,384
"Super 8",2011,"Mystery",112,72,7.1,268055,260.095986,931,562
"Kick-Ass 2",2013,"Action",103,41,6.7,180849,60.795985,399,359
"My Week with Marilyn",2011,"Biography",99,65,7,67686,35.057696,232,395
"The Age of Adaline",2015,"Drama",112,51,7.3,45693,65.663276,331,236
"The Artist",2011,"Comedy",100,89,8,175000,133.432856,664,585
"Wanderlust",2012,"Comedy",98,53,5.6,58892,23.812816,153,151
"Stolen",2012,"Action",96,43,5.5,34388,17.415418,98,104
"Safe",2012,"Action",94,55,6.5,75430,41.56467,164,267
"Colombiana",2011,"Action",108,45,6.4,71333,71.50844,230,205
"The Tall Man",2012,"Crime",106,52,6,29266,7.462847,216,179
"The Perks of Being a Wallflower",2012,"Drama",103,67,8,311034,33.384127,630,386
"Cinderella",2015,"Drama",105,67,7.1,68498,542.351353,448,374
"Grudge Match",2013,"Comedy",113,35,6.5,41076,44.90726,135,230
"Pacific Rim",2013,"Action",131,64,7,345103,411.002906,1244,609
"Vampires Suck",2010,"Comedy",82,18,3.5,37162,80.547866,200,121
"The DUFF",2015,"Comedy",101,56,6.6,35057,43.709744,145,140
"Deadfall",2012,"Crime",95,52,6.3,30211,1.946254,106,164
"Mirror Mirror",2012,"Adventure",106,46,5.6,66200,183.018522,231,391
"Ice Age: Continental Drift",2012,"Animation",88,49,6.7,127791,877.244782,152,236
"Now You See Me",2013,"Crime",115,50,7.3,389062,351.723989,767,404
